Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDB52,OUT019,718.8337
DRG25,OUT027,5085.76
FDZ13,OUT049,775.52106
FDB57,OUT019,625.88025
FDR40,OUT046,1455.2887
NCO14,OUT019,110.82071
NCN19,OUT045,2868.2156
FDQ28,OUT019,323.50558
FDO13,OUT018,2149.082
FDK48,OUT013,1027.9182
FDU07,OUT018,1961.4359
FDW20,OUT046,1980.6206
FDV12,OUT010,182.92218
FDH24,OUT013,2661.5344
FDV59,OUT049,3513.2524
FDK57,OUT045,1650.7555
FDL16,OUT027,1246.0496
NCQ17,OUT046,2566.7249
FDJ15,OUT018,2512.4626
FDX24,OUT049,1458.9901
FDT47,OUT046,1756.8552
FDT10,OUT049,902.1798
FDZ37,OUT018,1067.8859
FDW43,OUT027,5983.6426
DRN36,OUT017,1591.6544
FDJ14,OUT045,1179.7097
FDA32,OUT013,3475.9246
FDJ38,OUT019,430.0611
FDQ57,OUT017,2416.1729
NCQ41,OUT019,439.67685
FDG56,OUT049,845.99713
DRC13,OUT027,3202.3674
FDV55,OUT035,2321.2434
FDQ49,OUT045,2499.8787
FDE29,OUT010,118.39209
FDR03,OUT013,3280.964
FDD45,OUT049,1364.6829
FDN38,OUT010,622.7247
FDT56,OUT046,877.35406
FDT48,OUT045,2972.6897
FDU03,OUT049,2869.284
FDC56,OUT010,214.48634
NCO43,OUT027,2448.2507
FDQ27,OUT017,1748.953
FDR03,OUT046,3363.7214
DRH23,OUT010,142.43874
FDG22,OUT045,628.37665
NCJ42,OUT013,1621.9774
FDR24,OUT046,1428.1504
FDW60,OUT035,2892.8179
FDJ08,OUT013,3123.4517
DRL59,OUT018,565.32074
FDG60,OUT010,492.85486
FDW27,OUT017,2573.3862
FDX14,OUT018,939.3309
FDC20,OUT013,739.38556
NCS29,OUT018,3662.055
FDJ56,OUT046,1714.6493
FDB20,OUT019,185.82094
FDL28,OUT027,5965.325
FDW01,OUT018,1960.2181
FDL03,OUT046,3170.042
FDX22,OUT049,3869.3323
FDJ21,OUT035,2350.7742
FDR31,OUT045,2221.3752
FDG21,OUT035,2414.1218
FDS22,OUT027,1171.0273
FDK08,OUT035,1477.7094
FDE17,OUT018,2061.7166
NCN30,OUT017,1649.2438
FDT50,OUT046,1724.7223
NCX42,OUT049,2773.6792
FDJ12,OUT035,3528.873
NCA18,OUT027,2975.1638
FDP23,OUT019,480.44977
FDX12,OUT013,3793.092
FDN40,OUT018,2021.3966
FDV48,OUT035,1231.0223
NCY54,OUT013,2879.4165
FDL16,OUT010,126.57682
FDR45,OUT018,3285.1035
FDJ52,OUT046,2740.5984
DRG01,OUT017,1301.1488
FDP52,OUT013,3604.435
FDU58,OUT017,3200.358
FDL02,OUT045,1512.8674
FDG28,OUT013,3910.5173
FDA19,OUT035,1908.4838
FDW46,OUT027,1638.5427
NCD43,OUT049,1607.9348
DRG39,OUT013,678.9015
NCF55,OUT049,711.351
FDJ07,OUT046,1934.588
FDE08,OUT046,2398.4316
FDP56,OUT019,133.50444
FDT45,OUT045,706.57074
FDF17,OUT018,2660.0386
FDX44,OUT046,1367.4696
FDM28,OUT027,4845.2847
FDI36,OUT049,3443.4277
FDS07,OUT045,1586.3633
FDD36,OUT045,1708.0775
FDW11,OUT046,925.6686
FDN40,OUT049,2544.51
NCQ18,OUT049,1477.5206
NCQ54,OUT017,2979.2434
NCS42,OUT045,1272.2421
DRH39,OUT010,205.56471
FDC09,OUT027,2626.1128
FDT08,OUT010,285.08276
FDC08,OUT035,3702.5464
FDT20,OUT017,721.1021
FDS35,OUT035,987.8493
FDX58,OUT018,2391.064
FDW58,OUT046,1703.7491
DRD27,OUT046,1586.0828
FDH32,OUT019,210.83665
FDS26,OUT035,3937.8176
FDQ31,OUT046,1561.0222
FDP11,OUT018,2995.3962
FDD58,OUT017,1648.7921
FDM33,OUT045,3147.0862
FDZ16,OUT049,3028.2646
NCS29,OUT010,552.87036
NCM18,OUT019,145.00249
FDP11,OUT049,3426.3079
NCC42,OUT017,2368.8464
DRM23,OUT046,2676.7737
NCN55,OUT027,6054.075
FDK46,OUT013,4163.0615
FDR01,OUT046,3674.6838
NCA05,OUT045,2379.7117
NCP43,OUT017,3180.2983
FDR12,OUT010,319.21713
FDQ01,OUT013,3651.8494
FDM13,OUT046,2155.367
FDQ19,OUT017,4426.348
FDK56,OUT019,377.3432
NCX06,OUT010,349.50726
FDO56,OUT027,3051.3035
FDU45,OUT045,1745.4019
FDI16,OUT019,157.99095
FDL32,OUT046,1850.8279
FDA07,OUT046,2227.4832
FDA14,OUT045,2223.5706
FDV46,OUT027,3631.4126
NCO07,OUT035,3457.5403
NCP41,OUT046,1682.4242
FDY60,OUT018,1895.7557
FDN38,OUT017,4489.026
FDO15,OUT046,1200.4834
FDT60,OUT013,1882.2451
FDA55,OUT035,3713.4734
FDE02,OUT010,176.07011
DRJ39,OUT049,3319.0623
FDV34,OUT035,1212.4719
FDS20,OUT027,4978.1665
FDF02,OUT027,2610.6462
FDW40,OUT017,2369.9539
NCB43,OUT046,2770.7954
FDR58,OUT017,1566.4413
DRJ59,OUT035,636.3359
NCD30,OUT017,1732.8661
FDE14,OUT017,1687.1302
FDC28,OUT018,1435.8855
FDU16,OUT018,1135.298
NCD19,OUT035,881.904
FDU21,OUT046,646.3668
FDV59,OUT027,5662.079
FDU03,OUT045,2864.5942
FDC33,OUT010,400.826
NCR42,OUT035,617.1501
DRH59,OUT035,1098.0742
NCM31,OUT035,2125.0103
FDS50,OUT035,3530.7312
FDP39,OUT046,808.0538
FDQ55,OUT013,1742.8783
FDV36,OUT019,265.98883
FDI05,OUT027,1908.4749
FDS45,OUT027,2718.923
FDA39,OUT045,674.3918
FDC37,OUT010,242.73457
FDJ60,OUT027,4424.0146
DRQ35,OUT046,1968.8698
NCJ06,OUT046,1919.5597
NCY42,OUT018,1946.2445
DRM37,OUT049,3188.979
FDR14,OUT045,815.3002
FDE51,OUT049,668.0948
FDT33,OUT017,2802.848
FDR08,OUT013,1768.7863
FDE36,OUT010,412.07635
FDL22,OUT019,208.1233
FDR44,OUT013,1881.3495
FDI56,OUT019,194.78154
FDE47,OUT010,258.44583
FDV27,OUT010,188.56345
FDV10,OUT049,637.21967
FDC40,OUT045,1111.2072
NCX41,OUT013,3368.6218
NCQ38,OUT027,2588.9666
FDV12,OUT027,2519.4739
FDE52,OUT017,1548.5569
FDG20,OUT027,4725.1597
FDV16,OUT027,975.191
FDI32,OUT017,1863.6625
FDJ32,OUT049,916.5207
FDN39,OUT018,2300.7786
FDY34,OUT017,2857.9136
FDC14,OUT035,682.045
FDA55,OUT017,4096.584
FDZ50,OUT010,357.12885
DRG13,OUT049,2791.5361
FDP01,OUT013,2612.572
NCG54,OUT017,2859.1838
FDM13,OUT045,1849.4196
NCO18,OUT027,4810.366
NCW41,OUT013,2611.785
FDM52,OUT027,3880.3494
NCF55,OUT035,691.16016
FDT09,OUT046,2246.2976
NCM19,OUT035,1674.0594
FDW12,OUT018,1994.2346
FDP15,OUT019,682.1985
FDK36,OUT045,759.3466
FDZ25,OUT035,2884.8264
NCW06,OUT049,3141.1396
FDW60,OUT046,3343.9167
DRC49,OUT013,2277.5554
NCT17,OUT035,3119.6028
NCN06,OUT018,2201.9058
FDC45,OUT013,2885.195
DRJ47,OUT019,327.07318
NCF06,OUT045,3686.5115
FDE21,OUT010,250.5183
DRG27,OUT013,618.9828
FDW40,OUT049,2199.429
NCO53,OUT046,2813.301
FDE23,OUT049,765.71655
FDQ16,OUT046,1737.3352
FDS26,OUT045,3490.6653
FDZ13,OUT010,87.54947
FDS14,OUT049,2593.0012
FDC10,OUT045,1748.753
FDY16,OUT049,3001.0212
FDJ20,OUT035,1954.6798
FDV43,OUT035,686.3449
FDZ32,OUT027,2679.8337
FDR23,OUT046,2736.4358
FDN24,OUT035,826.2985
FDE34,OUT027,4947.246
FDU31,OUT013,3458.163
FDW33,OUT018,1415.5099
FDU26,OUT046,1921.9728
FDE20,OUT027,4537.2905
NCW05,OUT035,1578.5504
FDB22,OUT018,1977.9274
FDO56,OUT046,2037.2445
FDA19,OUT027,3332.0332
DRI39,OUT045,758.1715
FDH52,OUT018,661.0698
FDZ50,OUT035,3014.2512
NCN42,OUT035,2542.5566
FDB53,OUT013,2423.5017
DRG11,OUT017,1772.53
DRK11,OUT027,3904.37
FDQ60,OUT017,1998.8392
FDT36,OUT017,713.71967
DRG25,OUT018,2415.156
DRJ23,OUT046,2867.1777
FDG05,OUT035,2527.0696
NCK06,OUT018,1696.827
FDU52,OUT017,2502.735
FDW07,OUT018,1186.2345
NCM17,OUT045,657.5372
FDA22,OUT045,2490.6443
NCA41,OUT018,2607.5588
FDF38,OUT035,673.7993
FDH52,OUT046,1064.5133
FDY58,OUT019,528.0916
FDZ16,OUT045,3017.182
NCM18,OUT017,1041.9011
FDA22,OUT018,2197.9978
NCJ43,OUT035,2800.9465
FDI34,OUT027,6001.333
FDG56,OUT046,978.99786
FDS34,OUT046,1819.0677
DRC01,OUT035,848.3129
FDQ04,OUT035,725.68
FDK04,OUT035,938.43854
FDT51,OUT049,1708.6772
FDV26,OUT017,3515.467
FDS04,OUT049,2222.9607
FDW43,OUT018,3151.9656
FDQ28,OUT010,285.99057
NCK06,OUT017,2057.634
FDS23,OUT018,1854.5314
FDZ36,OUT019,405.36557
FDE56,OUT018,831.93585
FDW10,OUT027,4699.964
NCN14,OUT045,2753.3052
NCQ18,OUT045,1341.1248
FDW08,OUT017,1721.5693
FDU43,OUT035,3844.9004
FDR33,OUT010,220.36853
FDM24,OUT010,307.42685
NCZ05,OUT046,1617.3809
NCV41,OUT035,1775.4393
FDV11,OUT018,2374.8523
NCY05,OUT035,576.0037
FDV44,OUT018,2579.0188
FDW32,OUT049,1243.1337
NCU18,OUT027,3730.2224
NCC43,OUT035,3918.3298
FDW19,OUT013,1585.4242
FDN31,OUT035,3124.0112
FDI48,OUT045,674.1555
FDS24,OUT017,1558.8988
FDF46,OUT049,1725.476
DRG23,OUT017,2448.9036
FDG14,OUT018,2039.5277
NCY30,OUT049,2859.5525
FDO28,OUT018,1644.6945
DRD24,OUT035,2241.6838
FDI33,OUT049,1420.5033
FDN32,OUT046,2847.2253
FDR16,OUT045,3352.6067
FDF26,OUT046,2808.6262
NCN29,OUT018,505.0865
FDE20,OUT045,2708.8674
FDA46,OUT046,2986.2607
FDU28,OUT045,2925.3352
FDQ48,OUT045,1517.2367
FDV36,OUT013,2072.81
FDR14,OUT018,791.1174
FDP23,OUT017,3786.1975
FDP56,OUT013,666.7919
FDK48,OUT010,158.96735
FDR48,OUT046,2475.547
NCY29,OUT049,853.27826
FDM22,OUT018,667.1391
DRJ01,OUT013,2597.1667
FDZ43,OUT045,3662.2788
FDV03,OUT035,2512.8477
FDX11,OUT027,4875.2544
NCA41,OUT027,5224.8438
FDE38,OUT017,2722.3948
FDI27,OUT018,483.47235
FDN32,OUT013,2991.1755
NCN43,OUT017,2043.2428
FDB47,OUT027,5481.581
FDV03,OUT017,2650.9858
NCN30,OUT045,1432.3154
NCV54,OUT010,242.90468
FDV07,OUT013,1612.3574
FDP07,OUT049,3067.624
FDK48,OUT018,964.4158
FDM15,OUT019,318.37512
FDY19,OUT027,2974.5815
FDK46,OUT046,3876.5662
FDY11,OUT045,961.02216
FDH09,OUT046,798.2872
FDO08,OUT027,4404.2617
FDU14,OUT013,3832.9072
FDD22,OUT027,2896.6697
FDM27,OUT017,2602.527
FDL02,OUT027,2672.05
NCA17,OUT035,2485.8928
FDE38,OUT019,316.33966
NCG07,OUT049,3231.1116
DRC27,OUT013,3966.8684
FDA27,OUT035,4083.3591
FDW40,OUT045,2152.7227
DRI11,OUT013,1696.0345
FDN50,OUT046,1532.6527
FDR12,OUT046,3007.1355
FDT34,OUT027,2740.5422
FDW11,OUT035,860.1379
NCO30,OUT027,4955.9155
FDZ34,OUT017,3235.3718
FDU45,OUT017,1930.6222
NCD42,OUT035,629.21246
FDX25,OUT045,2710.473
NCR29,OUT046,924.425
FDX43,OUT019,335.30945
FDB04,OUT010,171.63579
FDR49,OUT027,1215.9045
FDS39,OUT018,1890.4386
FDW58,OUT045,1611.1036
FDG22,OUT019,114.776566
FDG31,OUT017,1073.4174
NCV53,OUT027,6071.766
DRJ37,OUT035,2287.1365
FDV07,OUT035,1669.2113
FDW52,OUT018,2225.8328
FDT15,OUT045,2952.3557
FDD02,OUT018,1553.871
FDM16,OUT035,1184.0684
NCE55,OUT046,2923.1982
FDB57,OUT018,3068.6028
FDQ04,OUT013,631.4201
FDQ47,OUT019,105.48202
FDY14,OUT019,737.00006
DRK37,OUT017,3122.604
FDO25,OUT017,3614.0632
FDL57,OUT046,3984.821
NCK29,OUT018,1722.4816
FDK46,OUT027,6412.588
NCB43,OUT010,397.8917
DRE01,OUT027,6099.4536
FDC46,OUT018,2526.8557
FDQ23,OUT045,1510.2716
FDX38,OUT049,738.6286
FDG60,OUT018,3174.055
FDW55,OUT017,4485.7295
FDP39,OUT013,654.6033
FDB20,OUT018,1046.8285
FDV21,OUT017,2058.8635
FDZ02,OUT013,1266.7899
FDP19,OUT027,3423.4026
FDA38,OUT035,3824.218
FDH22,OUT045,1755.994
DRM11,OUT045,3715.6082
FDO12,OUT027,5240.7725
FDT14,OUT049,1801.3177
FDW34,OUT010,490.22394
FDG04,OUT027,5085.5225
FDW59,OUT018,1090.312
FDR33,OUT018,1478.0004
FDP32,OUT013,1938.7733
FDL13,OUT027,6041.051
FDD22,OUT013,1710.1823
FDV40,OUT027,1689.5289
NCD55,OUT046,665.90936
FDQ20,OUT010,101.114
FDD28,OUT045,749.60895
FDC39,OUT045,3086.2214
NCR17,OUT049,1853.0426
DRO35,OUT018,1527.2518
FDF40,OUT049,3776.6345
FDR31,OUT018,1999.3003
NCQ41,OUT017,3536.4504
FDP38,OUT046,755.72626
NCU54,OUT027,5524.863
FDG22,OUT018,489.3366
DRK59,OUT013,3793.2288
FDC37,OUT046,1680.6671
NCO42,OUT013,2463.903
NCT42,OUT017,2461.9792
FDX27,OUT035,1458.9421
FDV40,OUT018,942.0261
FDT45,OUT027,1294.4933
FDS47,OUT019,185.64204
FDR45,OUT035,3729.3093
FDB03,OUT045,3492.09
FDO49,OUT035,800.3018
FDU60,OUT027,4450.6777
FDB26,OUT018,654.22186
FDB46,OUT017,3728.6785
FDQ37,OUT019,386.03986
FDN03,OUT017,4530.2603
NCX30,OUT045,3457.1418
FDK32,OUT019,327.66742
DRM47,OUT013,3137.7117
NCO02,OUT046,1048.9694
FDP04,OUT013,887.5942
NCO43,OUT049,1549.092
FDD59,OUT013,1080.1418
FDQ10,OUT017,2931.237
FDW45,OUT035,2435.0027
NCK30,OUT049,3878.7927
FDU31,OUT018,3000.132
NCQ17,OUT019,296.04077
FDN01,OUT017,2880.6472
FDZ19,OUT049,3034.0315
DRG37,OUT017,2701.6409
FDE32,OUT045,610.9732
FDO34,OUT049,2817.2896
FDM04,OUT019,142.17097
FDZ25,OUT049,2859.1235
FDU08,OUT049,1527.7135
NCW30,OUT045,3700.3423
NCM18,OUT013,819.92206
FDS22,OUT035,763.14435
NCH18,OUT017,4289.956
FDC23,OUT013,2929.2014
FDY46,OUT013,3034.9626
NCU06,OUT046,3330.0486
FDX57,OUT045,1481.973
FDX36,OUT027,5887.59
FDL16,OUT045,745.7745
FDT16,OUT010,584.54047
FDN16,OUT018,1325.1482
FDC03,OUT046,3484.381
DRF60,OUT013,3841.878
FDS27,OUT027,5281.592
FDP33,OUT010,565.5519
FDJ36,OUT018,1326.3766
NCR42,OUT013,440.5218
FDV14,OUT017,1494.1146
NCP42,OUT035,3219.5745
FDB50,OUT027,1982.7463
NCC30,OUT027,4757.9897
FDA23,OUT018,1329.8033
FDW16,OUT017,1550.2662
FDQ52,OUT010,548.7983
FDB58,OUT049,2356.8408
NCP29,OUT049,964.6684
NCM05,OUT045,3742.4531
FDO25,OUT013,3476.7632
NCM54,OUT046,2038.5382
NCL54,OUT046,2817.7537
FDL39,OUT010,350.04404
FDF53,OUT018,2479.4968
NCQ42,OUT035,2099.5579
FDF58,OUT013,838.3954
FDZ04,OUT035,965.64
FDE26,OUT019,272.8646
FDS60,OUT017,3296.1204
FDV58,OUT017,3564.5608
FDM04,OUT045,686.16437
FDE08,OUT035,2387.8037
NCB43,OUT049,2871.0261
FDU11,OUT010,214.0915
FDF22,OUT019,458.94086
FDE24,OUT013,2260.9026
DRJ49,OUT046,2192.6018
NCQ53,OUT035,3703.57
NCL41,OUT013,472.1422
FDR22,OUT013,1814.3473
FDH04,OUT035,1515.1798
DRH15,OUT045,658.852
FDY40,OUT049,786.53064
NCI17,OUT035,1437.3795
NCC18,OUT013,2942.0352
FDY28,OUT027,5642.3457
FDB45,OUT027,2565.072
NCL30,OUT018,1654.3285
FDM10,OUT017,3876.8152
FDH22,OUT027,3355.167
NCZ53,OUT017,3264.589
NCI18,OUT013,3542.0588
FDH14,OUT027,3726.0974
FDR36,OUT027,1205.3499
FDW01,OUT045,2278.464
FDK02,OUT027,3099.447
FDJ02,OUT018,2001.495
FDU55,OUT013,3997.952
NCV18,OUT027,2101.2224
FDH14,OUT018,1875.2943
FDZ37,OUT045,1358.1001
FDX49,OUT049,4203.5776
NCD43,OUT046,1657.9799
FDZ07,OUT013,814.0156
FDK43,OUT035,1903.4813
FDR32,OUT018,3281.1584
FDT39,OUT013,2211.2073
NCV54,OUT017,1970.3331
FDF38,OUT018,484.48395
FDV60,OUT046,3114.38
FDH44,OUT027,3817.654
FDS21,OUT046,975.8775
NCL41,OUT045,529.2701
FDM46,OUT017,1533.8602
FDU27,OUT045,594.6896
NCJ54,OUT017,4099.355
DRG51,OUT018,2150.7087
NCA29,OUT019,334.9005
FDR47,OUT045,2857.8855
NCL19,OUT027,3692.9436
DRG01,OUT049,1162.6461
FDG10,OUT046,1055.8337
NCV05,OUT049,2586.1548
NCH18,OUT019,621.4846
FDV14,OUT018,1107.2357
DRJ23,OUT035,3188.0825
DRJ11,OUT046,3039.7576
FDZ03,OUT017,3191.6191
FDI27,OUT010,94.38644
FDJ14,OUT018,979.2424
FDU32,OUT017,1976.3932
FDD47,OUT027,4554.0376
DRF36,OUT035,3198.0056
FDM21,OUT046,3640.59
FDV10,OUT018,446.6344
FDH60,OUT018,2694.3052
FDX47,OUT010,359.5042
FDT19,OUT019,325.3199
FDO11,OUT045,3794.4648
FDH24,OUT027,4174.8877
FDL02,OUT018,1488.2323
FDB02,OUT049,3114.2883
FDA43,OUT046,3100.346
FDG52,OUT045,615.6009
DRC12,OUT013,3072.4536
FDY37,OUT018,1936.4242
NCU18,OUT045,2096.6545
FDU09,OUT035,851.8155
DRJ25,OUT027,1293.5377
DRE12,OUT018,1567.1559
DRL47,OUT017,2156.7542
DRK01,OUT046,1515.342
FDC22,OUT019,368.1714
FDG44,OUT013,817.85785
FDW04,OUT035,2040.8096
FDK09,OUT049,3511.2034
NCN43,OUT035,1905.3418
FDG04,OUT049,3228.223
FDH32,OUT010,191.93448
DRI47,OUT017,2486.136
DRE15,OUT013,1033.7125
FDY11,OUT035,1091.6749
FDO60,OUT049,804.6053
FDQ20,OUT018,488.07724
FDO57,OUT027,4285.8228
FDT14,OUT019,263.64084
FDA57,OUT049,737.3443
DRN35,OUT017,779.30585
FDJ03,OUT046,817.7419
FDX28,OUT017,1635.962
DRE25,OUT045,1254.3971
FDR09,OUT046,3681.296
FDB23,OUT035,3754.987
FDO08,OUT045,2575.0432
FDQ23,OUT049,1558.6708
FDW04,OUT013,1852.122
DRK13,OUT010,405.07474
NCL17,OUT027,3702.1929
FDY21,OUT035,3142.742
FDJ38,OUT027,5099.4375
FDA37,OUT019,274.4018
FDV43,OUT013,606.54535
FDL36,OUT046,1433.309
FDD53,OUT045,572.8803
FDZ19,OUT010,335.797
FDV21,OUT045,1819.7072
NCL54,OUT018,2251.3108
DRI47,OUT027,3767.872
DRG03,OUT049,2707.2576
FDG21,OUT013,2486.475
FDW03,OUT018,1380.0565
NCI55,OUT046,1943.2452
DRC36,OUT019,383.60785
FDH22,OUT017,2021.7872
FDV20,OUT045,1925.5603
NCU41,OUT027,5208.3354
FDN46,OUT027,2614.7778
FDK50,OUT045,2442.4468
NCA05,OUT027,3867.1096
DRH01,OUT018,2322.5686
FDT08,OUT018,1922.7812
FDM08,OUT018,3153.8313
FDZ07,OUT035,898.928
FDS22,OUT017,920.4693
FDV35,OUT027,4154.5527
FDI28,OUT010,168.43755
FDW58,OUT027,2661.5796
FDT52,OUT045,3695.7864
FDY34,OUT046,2922.4958
FDR10,OUT046,2573.3894
FDK57,OUT017,1945.7938
FDR02,OUT027,2717.719
FDX49,OUT046,4100.836
FDQ20,OUT046,670.8625
DRK23,OUT045,3583.8145
NCW06,OUT046,2921.4163
FDR31,OUT017,2452.4387
NCE43,OUT013,2776.4478
DRO59,OUT027,1833.6198
FDN09,OUT049,3819.006
FDR11,OUT046,2871.867
FDO57,OUT013,2744.8804
NCX18,OUT017,3546.9004
FDB05,OUT018,3539.5776
FDQ08,OUT018,804.75446
NCG43,OUT035,1435.7174
FDJ56,OUT013,1631.9766
FDA13,OUT010,110.62715
FDO56,OUT017,1979.0416
FDB37,OUT018,3323.05
FDZ02,OUT018,1213.1287
FDQ24,OUT046,3626.8801
FDM16,OUT013,966.52734
FDU35,OUT049,1482.023
FDT35,OUT035,2801.1677
NCX30,OUT049,3755.4954
FDG04,OUT017,3322.9314
FDI12,OUT035,1297.2653
FDE35,OUT035,943.13916
NCP14,OUT027,2706.5723
NCY53,OUT045,1617.3842
FDP49,OUT017,981.3216
FDQ04,OUT017,910.6825
FDM39,OUT035,2809.173
FDO58,OUT019,315.3072
FDC56,OUT017,1892.5782
NCQ54,OUT046,2649.6375
FDV10,OUT027,1116.5131
NCK17,OUT046,634.0483
NCF55,OUT027,911.4754
FDV33,OUT013,4200.5527
NCH29,OUT019,222.53511
FDA37,OUT027,3240.4006
FDH46,OUT018,1309.6398
FDS25,OUT035,1662.7408
FDH04,OUT027,2281.6648
FDX52,OUT046,3318.688
NCD42,OUT017,721.9758
FDW47,OUT017,2015.5724
FDL25,OUT027,2293.8318
NCJ06,OUT010,278.01593
FDY09,OUT013,2870.7834
FDS40,OUT046,631.99286
FDH41,OUT017,3746.4507
FDG38,OUT035,1344.3087
FDU03,OUT027,4842.2495
FDV20,OUT046,2048.5105
DRB13,OUT045,3111.1836
NCQ30,OUT013,1778.0183
NCH06,OUT013,3953.9717
FDU50,OUT018,1517.3544
NCO42,OUT019,298.51825
FDW09,OUT018,1004.9101
FDH04,OUT013,1174.0873
FDC21,OUT045,1652.4391
FDL21,OUT049,785.36456
FDM46,OUT010,194.92384
FDT22,OUT019,149.43811
FDB28,OUT035,3172.413
FDI12,OUT018,1099.1193
FDA28,OUT045,1946.5842
FDF59,OUT013,1987.4893
FDM45,OUT027,3137.6365
FDQ56,OUT017,1412.0398
FDR46,OUT049,2408.929
FDT01,OUT013,3462.4517
FDD16,OUT027,1777.6498
NCU30,OUT010,354.30994
FDM40,OUT010,333.9904
FDI56,OUT035,1398.9259
NCS30,OUT013,1909.8927
FDU08,OUT017,1651.267
FDX51,OUT027,5271.2
FDA43,OUT045,2905.474
FDX59,OUT010,72.61333
FDC37,OUT018,1402.0768
FDP58,OUT013,3565.8088
NCY42,OUT035,2186.9338
FDF21,OUT018,2580.9053
FDU10,OUT027,1050.6445
DRL47,OUT018,1643.105
FDA58,OUT018,3296.0564
FDJ22,OUT049,3033.3567
FDK50,OUT046,2689.9202
FDO38,OUT035,1172.7145
DRF60,OUT035,3745.5938
NCZ42,OUT019,607.3231
FDD35,OUT049,1917.0643
FDL25,OUT045,1284.7413
FDJ16,OUT013,859.0462
DRK59,OUT049,3909.2488
FDI50,OUT046,3917.1746
NCB19,OUT045,1258.5109
DRI37,OUT035,923.116
FDA14,OUT027,3876.7915
FDC08,OUT018,3168.0208
FDS45,OUT046,1894.2651
FDI21,OUT049,831.6248
DRJ47,OUT035,2976.5823
DRE37,OUT027,5116.962
FDT55,OUT018,2107.5618
NCG42,OUT027,3308.7717
FDA31,OUT049,2961.5818
NCW42,OUT046,3241.53
FDF50,OUT017,3279.1726
FDK56,OUT049,3229.0364
FDX10,OUT035,563.5946
NCK07,OUT027,4344.615
FDZ49,OUT017,3947.0715
FDR33,OUT013,1550.314
FDO44,OUT018,1435.6139
FDA20,OUT046,3105.8545
NCL30,OUT045,1927.0194
FDI05,OUT019,210.85785
FDQ12,OUT018,3109.6902
FDH47,OUT017,1580.5509
FDH34,OUT018,2444.417
FDF29,OUT046,2236.1685
FDG40,OUT018,344.9757
NCE18,OUT017,4354.2935
FDP21,OUT010,421.45
FDY50,OUT013,1380.1554
FDB36,OUT049,2031.839
NCZ29,OUT049,2077.119
FDU20,OUT018,1678.7673
FDO56,OUT013,1666.3346
FDW31,OUT049,3525.4553
DRH59,OUT013,1022.67523
NCB30,OUT017,3545.6865
FDK43,OUT027,3270.2507
FDW43,OUT045,3428.9507
NCL19,OUT017,2427.2156
FDJ27,OUT046,1592.4415
FDC45,OUT046,2637.8132
FDY40,OUT035,794.03015
NCM41,OUT035,1408.4238
NCK18,OUT019,369.35754
FDP37,OUT049,2096.1675
FDA27,OUT027,6425.5967
NCX30,OUT035,3832.5386
FDR09,OUT017,4429.9053
FDG08,OUT027,4592.258
NCU30,OUT013,2596.319
FDB16,OUT017,1500.8307
FDM16,OUT017,1320.5006
FDC48,OUT013,1076.1433
NCF18,OUT046,2832.6133
FDU46,OUT018,1073.0951
FDH41,OUT018,2930.3513
NCN42,OUT010,309.38498
FDU49,OUT046,1392.9197
FDB20,OUT027,1866.6432
FDG50,OUT019,211.47124
FDW20,OUT045,1882.8031
NCO55,OUT049,1662.4042
FDX48,OUT046,2605.0693
FDU48,OUT046,2115.6218
FDR48,OUT019,294.68008
FDK27,OUT013,1876.287
FDT35,OUT013,2803.779
FDN12,OUT049,1707.8699
NCE31,OUT019,157.11327
FDL21,OUT017,875.0608
FDV56,OUT017,1862.691
FDR16,OUT017,3740.056
NCP41,OUT049,1793.9084
FDJ27,OUT013,1563.257
FDA07,OUT017,2103.1895
FDK55,OUT049,1418.8431
FDM33,OUT049,3423.9905
FDY46,OUT046,2821.549
FDD36,OUT046,1868.9474
FDB12,OUT027,2541.3777
FDF28,OUT019,270.56488
NCE07,OUT019,319.7469
FDW50,OUT027,4400.2334
NCW18,OUT017,4191.6357
NCJ17,OUT019,191.08913
DRZ24,OUT010,203.08266
FDS07,OUT035,1719.4569
NCW05,OUT010,271.4646
FDZ22,OUT018,1074.1704
FDK02,OUT046,1866.1302
FDZ45,OUT027,5277.5947
FDL25,OUT046,1603.6484
FDS08,OUT045,2621.4265
NCZ42,OUT027,5992.199
FDX57,OUT035,1544.2672
FDF21,OUT046,3335.9773
FDJ56,OUT018,1485.1989
FDX10,OUT013,579.0007
DRG48,OUT035,2232.021
DRN37,OUT046,2784.8804
NCY41,OUT018,384.6918
FDN28,OUT045,1579.6871
FDE34,OUT045,2689.1262
FDR10,OUT045,2587.424
FDC32,OUT017,1524.5236
DRG13,OUT046,2606.8884
FDP59,OUT049,1583.1135
NCT53,OUT010,341.9081
FDL57,OUT027,6454.1963
FDN32,OUT010,353.3313
FDK09,OUT018,3119.0164
FDA52,OUT010,379.43607
FDC57,OUT049,3024.5454
FDI09,OUT035,3828.408
NCB07,OUT046,2918.8381
FDP26,OUT035,1510.266
FDP40,OUT027,2856.4424
FDL15,OUT013,2520.2385
FDV07,OUT046,1771.9725
FDS03,OUT017,1175.9655
FDE50,OUT049,2999.1248
FDQ15,OUT017,1228.1007
FDQ33,OUT010,297.3296
FDT22,OUT013,836.2911
DRO35,OUT035,1809.3186
FDJ41,OUT049,4402.4795
